id,created_at,geo,place,coordinates,text,truncated,name,screen_name,text_en
1460720254015922176,2021-11-16 21:23:42+00:00,,,,Verkehrsexperte zu CoronaRegeln Bus und Bahn sind ohne 3G nicht mehr nutzbar  ,False,Marko Schlichting,schlichtmedien,Transport expert on CoronaRules Bus and train are no longer usable without 3G
1460849370950156288,2021-11-17 05:56:45+00:00,,,,Youtube warum diese Porsche356Konversion auf Elektro anders ist Warum Motortrend den LucidAir zum Auto des ,True,e-engine magazin,eenginemagazin,Youtube Why this Porsche356conversion to electric is different Why Motortrend named the LucidAir Car of the
1460890620512411650,2021-11-17 08:40:40+00:00,,,,"3G in Bus und Bahn Ampel plant weitere Verschärfungen für Ungeimpfte

Die Bürgerrechte werden dadurch weiterhin ",True,AfD Bayern im Landtag,AfD_Bayern_LT,"3G on bus and train traffic lights plan further tightening for the unvaccinated

Civil liberties will continue to be"
1460896776387452929,2021-11-17 09:05:08+00:00,,,,RenaultHyvia Auch Master CityBus und Fahrgestell mit Fuel Cell ,False,busplaner,omnibusmagazin,RenaultHyvia Also Master CityBus and chassis with Fuel Cell
1460919195462422529,2021-11-17 10:34:13+00:00,,,,  Und Logik sagt im Auto sitze ich allein od mit 14 Personen aus gleichem Haushalt od befre ,True,Johannes Reichart,JuanReichart,  And logic says in the car I sit alone or with 14 people from the same household or friends.
1460920650218967045,2021-11-17 10:40:00+00:00,,,,Als autorisierte Solaris Bus Werkstatt führen wir alle Wartungsarbeiten und Kundendienste für Deine Solaris Busse d ,True,AGK Truck & Bus GmbH,AGK_Bayern,"As an authorised Solaris bus workshop, we carry out all maintenance work and customer services for your Solaris buses d"
1460921435552198662,2021-11-17 10:43:07+00:00,,,, 2000     Doch klar EBusse schon Ab ,True,RGB Pixl,RGBPixl, 2000 But of course EBusse already Ab
1460950806203613185,2021-11-17 12:39:50+00:00,,,,im bus redet hier jemand so laut türkisch bro erzähl gleich dein lebenslauf,False,dilan,lmaodilann,on the bus someone is talking so loud in turkish bro tell your resume right now
1460960964610772995,2021-11-17 13:20:11+00:00,,,, 13   Wär für irgendwann anstehenden Neubau sicherlich trotzdem sinnvol ,True,Andi Barth @dahoam,Andi_Barth, 13 Would certainly still make sense for a new building at some point in the future.
1460971366937772048,2021-11-17 14:01:32+00:00,,,,Bewerbungsgespräch Bewerberin gibt an nicht geimpft und nicht getestet zu sein braucht sie nicht weil sie ja mi ,True,Klaus,FKAMUC,job interview applicant states not to be vaccinated and not tested she does not need to be because she is with
1460990484135006208,2021-11-17 15:17:29+00:00,,,,Ist euch das auch schon passiert ihr steigt irgendwo aus ZugSBahn aus wo ihr euch nicht auskennt und verpasst ,True,Edmund Lauterbach,elba013,Has this ever happened to you? You get off the train somewhere where you don't know your way around and miss it?
1460995609394089990,2021-11-17 15:37:51+00:00,,,, 13 Und zwischen 2 Haltestellen muss man 4 Ampelfurten überqueren die in der für Fußgänger un ,True,Velo-Ciraptor,VeloCiraptorMuc, 13 And between 2 stops you have to cross 4 traffic light lanes which are in the pedestrians un
1461042346775269377,2021-11-17 18:43:34+00:00,,,,Wir werden weiter im Bus vom Helge bedroht,False,Jenny,jennyAntifa,We are further threatened in the bus by the Helge
1461081762810023938,2021-11-17 21:20:12+00:00,,,, 23 Oh je du Arme Da kam gestern was bzgl der Virenlast und wo die Ansteckungsgefahr am g ,True,ᗩᑎGIᕮ ®,sweettweetangie, 23 Oh dear you poor There was something yesterday regarding the viral load and where the risk of infection at the g
1461129386267185152,2021-11-18 00:29:26+00:00,,,,Eingeschränkte Fahrzeugverfügbarkeit Dieser Zug fällt leider aus Ersatzverkehr mit Bus eingerichtet bahn ,False,DB Regio Bayern,streckenagentOB,Limited vehicle availability This train is unfortunately cancelled Substitute transport with bus set up bahn
1461220908396392451,2021-11-18 06:33:07+00:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ",True,@bill&bob,arcismeeting,"Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün"
1461240791683194880,2021-11-18 07:52:07+00:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,   QR Code am Bus und zum Event machen mit denn Corona App Wer das nutzt fahrt kostenlos mit,False,🌈 Happy Horror Sinclair.,PirateSoul4,   QR Code on the bus and make the event with the Corona App Who uses this ride for free with
1461267938346950659,2021-11-18 09:40:00+00:00,,,,Ihr Spezialist für Busreparaturen in Bayern Mit Standorten in Feldkirchen bei München und Fürth ,True,AGK Truck & Bus GmbH,AGK_Bayern,Your specialist for bus repairs in Bavaria With locations in Feldkirchen near Munich and Fürth
1461281806712553474,2021-11-18 10:35:06+00:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ",True,@bill&bob,arcismeeting,"Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün"
1461285718366511108,2021-11-18 10:50:39+00:00,,"{'id': 'ba3fdf239c314d26', 'url': 'https://api.twitter.com/1.1/geo/id/ba3fdf239c314d26.json', 'place_type': 'city', 'name': 'Planegg', 'full_name': 'Planegg, Deutschland', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.385065, 48.089355], [11.463634, 48.089355], [11.463634, 48.118412], [11.385065, 48.118412]]]}, 'attributes': {}}",,7  Ich warte nur auf den Bus,False,🌈 Happy Horror Sinclair.,PirateSoul4,7 I'm just waiting for the bus
1461347055750696962,2021-11-18 14:54:23+00:00,,,, K1 hat im Bus nen Nazi getroffen ihn freundlich aber bestimmt des Platzes verwiesen und dafür von K2 Applaus erhalten,False,Anton Steindl,Anton_1860, K1 has met a Nazi in the bus and has sent him away in a friendly but determined way and has received applause from K2 for it
1461348384569102348,2021-11-18 14:59:40+00:00,,,,"  Erst waren es Chips jetzt ne Bombe
Als nächstes ein Jetpack und n Bus",False,MűñçhńêřBůá,Fm_Maxi_92,"  First it was chips now it's a bomb
Next a jetpack and a bus"
1461364625820160009,2021-11-18 16:04:12+00:00,,,,AmpelKoalition verschärft CoronaMaßnahmen SPD Grüne und FDP beschließen 3 G am Arbeitsplatz sowie in Bus und ,True,SZ Politik,SZ_Politik,Ampel coalition tightens Corona measures SPD Greens and FDP decide 3 G at the workplace as well as in bus and
1461395134604619779,2021-11-18 18:05:26+00:00,,,,Der Bundestag hat es beschlossen die unionsgeführten Länder im Bundesrat sträuben sich Käme das neue Infektions ,True,BR24,BR24,"The Bundestag has passed the bill, but the CDU/CSU-led states in the Bundesrat (upper house of parliament) are resisting it."
1461397019994460164,2021-11-18 18:12:55+00:00,,,,Heute zu Gast beim HUSSVERLAG GmbH zur Verleihung des Europäischen Transportpreis für nachhaltigkeit  in der Münc ,True,Anita Würmser,Logistik_Blog,Today we were guests at the HUSSVERLAG GmbH for the award ceremony of the European Transport Award for Sustainability in Munich.
1461437258708443143,2021-11-18 20:52:49+00:00,,,,Corona im öffentlichen Verkehr Das ändert sich bei Bus und Bahn ,False,Merkur.de,merkur_de,Corona in public transport What's changing on buses and trains?
1461469826078154753,2021-11-18 23:02:13+00:00,,,,17  Ich befürchte eher dass mit den jetzigen Coronazahlen der Zusatzbelastung durch 3G in BusampBahn ,True,Edmund Lauterbach,elba013,17 I rather fear that with the current corona figures of the additional load of 3G in BusampBahn
1461487052869050372,2021-11-19 00:10:41+00:00,,,, 2G und 3G gibts in Bayern schon und hat bisher nichts gebracht 3G am Arbeitsplatz wie und wer kontr ,True,nonpreoccuparti,Laf3001, 2G and 3G already exist in Bavaria and have so far brought nothing 3G at the workplace how and who kontr
1461581087612846082,2021-11-19 06:24:20+00:00,,,,"Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker sprechen wir darüber jeden Samstag um 1900 Uhr 

Mün ",True,@bill&bob,arcismeeting,"Problems with alcohol At the Arcis Alcoholics Anonymous meeting we talk about this every Saturday at 1900 hrs.

Mün"
1461589506096779264,2021-11-19 06:57:47+00:00,,,,"Da ist es wieder Das HenneEiPrinzip
WIE KOMME ICH IN DEN BUS ",False,Oliver🟢,OWitzig,"There it is again The HenEgg Principle
HOW DO I GET ON THE BUS"
1461590324791451656,2021-11-19 07:01:03+00:00,,,, Olaf Scholz  der Mann für 3G im Bus und Bahn ,False,Kai Thrun🕵️‍♀️,KaiThrun, Olaf Scholz the man for 3G on buses and trains
1461630326287990788,2021-11-19 09:40:00+00:00,,,,Wir sind Ihr Kompetenzpartner in allen Fragen zu BusReparatur Lackierung und Umbau Werkstattservice und Kleinb ,True,AGK Truck & Bus GmbH,AGK_Bayern,"We are your competent partner for all questions regarding bus repairs, paintwork and conversions, workshop service and small buses."
1461645425870573570,2021-11-19 10:40:00+00:00,,,,Zu unseren größten Kunden zählen die Stadtwerke München sowie große namenhafte Münchener Busunternehmen wie Watzin ,True,AGK Truck & Bus GmbH,AGK_Bayern,"Among our biggest customers are the Munich public utility company as well as large, well-known Munich bus companies such as Watzin"
1461657204399001600,2021-11-19 11:26:48+00:00,,,,Mit dem Bus nach Bordeaux Klassenfahrten zu CoronaZeiten ,False,Merkur.de,merkur_de,By bus to Bordeaux Class trips to CoronaTimes
1461661940862889992,2021-11-19 11:45:37+00:00,,,, Ne aber meine AK 47 Lass ich manchmal im Bus liegen,False,Timo Jürgens 🏳️‍🌈🌈,Timo_Juergens, Ne but my AK 47 I sometimes leave on the bus
1461675504902287361,2021-11-19 12:39:31+00:00,,,," Nicht nur du 
Außer im Zug Da ist ja klar dass die kommt

Aber in Bus Tram SBahn",False,Systemfehler,Systemfehler20," Not just you
Except on the train, of course she's coming.

But on bus, tram, subway"
1461704316318851085,2021-11-19 14:34:00+00:00,,,,FC Bayern mit dem Bus nach Augsburg aufgebrochen  ,False,FC Bayern News,fcbayern_news,FC Bayern set off by bus for Augsburg
1461718327999574024,2021-11-19 15:29:41+00:00,,,,Corona macht UBahn Bus und Tram pünktlicher  das sind die Gründe ,False,Merkur.de,merkur_de,Corona makes UBahn bus and tram more punctual these are the reasons
1461738760899604480,2021-11-19 16:50:53+00:00,,,,SWB Bus und Bahn   sucht eineneine Bauüberwacher Bahnbau mwd  in Bonn Bonn jobs ,True,JobNinja,JobNinjaEU,SWB Bus und Bahn is looking for a construction supervisor railway construction mwd in Bonn Bonn jobs
1461779962323685383,2021-11-19 19:34:36+00:00,,,," Das hast du völlig richtig gemacht
Eigentlich hättest sie noch drauf hinweisen müssen dass sie an ",True,Franz 🎾,fms_munich," You did the right thing.
Actually, you should have pointed out that she was working on"
1461807763617689617,2021-11-19 21:25:04+00:00,,,,"AudiFahrer gerät auf Gegenspur Mann 70 stirbt bei Unfall mit BusBootGespann 
Bayern  ",False,TAG24 NEWS München,TAG24M,"Audi driver gets into oncoming lane Man 70 dies in accident with bus-boat team
Bavaria"
1461923802246524937,2021-11-20 05:06:10+00:00,,,,Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker München sprechen wir darüber jeden Samstag um 1900 Uh ,True,@bill&bob,arcismeeting,Problems with alcohol In the meeting Arcis Alcoholics Anonymous Munich we talk about it every Saturday at 1900 Uh
1461925698424250370,2021-11-20 05:13:42+00:00,,,,"Heute Meeting Arcis Anonyme Alkoholiker München wie jeden Samstag um 1900 Uhr 

München Schwabing Nähe Nordbad ",True,@bill&bob,arcismeeting,"Today meeting Arcis Alcoholics Anonymous Munich as every Saturday at 1900 clock

Munich Schwabing near Nordbad"
1461958943215964163,2021-11-20 07:25:48+00:00,,,,   Lasst die Gaststätten offen und nicht nur bus 22 Uhr,False,Vinzent Vegas,Vinzent_Vegas,   Keep the pubs open and not only bus 22 clock
1462002184032239618,2021-11-20 10:17:38+00:00,,,,Weigl über Anschlag Schatz ne Bombe ,False,SPORT1,SPORT1,Weigl about stop treasure ne bomb
1462054998490198020,2021-11-20 13:47:29+00:00,,,,Natürlich so getaktet dass Anschlussbahn und Bus sich auf die Minute verpassen ,False,Der eine da,Kevin_sdrn,"Of course, timed so that the connecting train and bus miss each other to the minute."
1462173896564744193,2021-11-20 21:39:57+00:00,,,,"Jetzt auch auf Instagram Wo bitte gehts zum Bus
",False,Edmund Lauterbach,elba013,"Now also on Instagram Where please go to the bus
"
1462321121278271491,2021-11-21 07:24:58+00:00,,,,Bitte Deswegen ist es doch rot angemalt Da muss man schon damit rechnen dass ein Bus auf dem Radstreifen fährt ,False,Daniela Becker,dansiela_b,Please That's why it's painted red You have to expect a bus to drive on the bike lane
1462323562681933826,2021-11-21 07:34:40+00:00,,,," Gute Idee auch Splittergruppen müssen erfasst werden 
Ich denke hier in MUC wäre ein Satz Busse top ",True,truegrueni 💉💉,truegrueni," Good idea also splinter groups must be recorded
I think here in MUC would be a set of buses top"
1462324634880286720,2021-11-21 07:38:56+00:00,,,, Deine Grundidee ist auf jeden Fall korrekt neulich im tv über Bremen glaub ich die ham sich die Hots ,True,truegrueni 💉💉,truegrueni, Your basic idea is correct in any case the other day on tv about Bremen I think they got the hots
1462383260424716291,2021-11-21 11:31:53+00:00,,,," Neu auf  

In Ghost Tropic schläft eine Frau nach der Arbeit im Bus ein und muss nun von der Endhaltestell ",True,Film-Rezensionen.de,filmrezensionen," New on

In Ghost Tropic, a woman falls asleep on the bus after work, and now has to walk from the final stop"
1462387817343029250,2021-11-21 11:50:00+00:00,,,,Pandemie 3G in Bus und Bahn  Was Fahrgäste jetzt wissen müssen Covid19   via ,False,Egbert,forch20131,Pandemic 3G on buses and trains What passengers need to know now Covid19 via
1462402699945775108,2021-11-21 12:49:08+00:00,,,,  Noise Cancelling Kopfhörer Meine besten Freunde,False,Ramona | Zockernautin,Eltragalibros,  Noise Cancelling Headphones My Best Friends
1462419271494025224,2021-11-21 13:54:59+00:00,,"{'id': '5867d1b3eeb9a4e8', 'url': 'https://api.twitter.com/1.1/geo/id/5867d1b3eeb9a4e8.json', 'place_type': 'neighborhood', 'name': 'Pasing-Obermenzing', 'full_name': 'Pasing-Obermenzing, München', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.431733, 48.128517], [11.492077, 48.128517], [11.492077, 48.176466], [11.431733, 48.176466]]]}, 'attributes': {}}",,und wo Du schon dabei bist Sinnlos im Münchner Westen rumzufahren  dann darfst Du auch noch vor Kälte bibbernd ,True,Regina Koller,KollerRegina,and since you are already senselessly driving around in the west of Munich then you may also still be shivering from the cold.
1462436251945033730,2021-11-21 15:02:27+00:00,,,, Dass die Verbindung Zwiesel  Spiegelau  Grafenau nicht aufgegeben wurde ist der Regentalbahn zu ver ,True,Nina Reitz,reitz_nina, The fact that the connection Zwiesel Spiegelau Grafenau was not abandoned is due to the Regentalbahn.
1462456647708815363,2021-11-21 16:23:30+00:00,,,, Was hast Du für nen Bus,False,Holger Wolff,HolgerWolff3, What do you have for nen bus
1462478004974759947,2021-11-21 17:48:22+00:00,,,,Strengere CoronaRegeln auch in Bus Bahn und Flugzeug ,False,Merkur.de,merkur_de,"Stricter Corona rules also on buses, trains and planes"
1462497075589959691,2021-11-21 19:04:09+00:00,,,,65400282 71  Oder der Schläger war schlecht bespannt Oder der Bus hatte Verspätung Oder ,True,"Me, I‘m Counting",loumeimcounting,65400282 71 Or the racket was badly strung Or the bus was late Or
1462502070301466635,2021-11-21 19:24:00+00:00,,"{'id': '37439688c6302728', 'url': 'https://api.twitter.com/1.1/geo/id/37439688c6302728.json', 'place_type': 'city', 'name': 'Munich', 'full_name': 'Munich, Germany', 'country_code': 'DE', 'country': 'Germany', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[11.360589, 48.061634], [11.722918, 48.061634], [11.722918, 48.248124], [11.360589, 48.248124]]]}, 'attributes': {}}",,3 dreiviertel Stunden in der Kälte am Vereinsgelände des SV MünchenLaim eV auf die versprochene spontanohne Ter ,True,Regina Koller,KollerRegina,3 three-quarters of an hour in the cold at the club grounds of SV MünchenLaim eV waiting for the promised spontaneous without Ter
1462508126633173000,2021-11-21 19:48:04+00:00,,,,3G in Bus und Bahn Was schon klar ist  und was nicht ,False,BR24,BR24,3G in bus and train What is already clear and what is not
1462552162161106951,2021-11-21 22:43:03+00:00,,,, Nur wartest Du sicher nie auf einen Bus Nils,False,lizard_king,lizzardkiing," Only you never wait for a bus, Nils..."
1462662847465504768,Mon Nov 22 06:02:52 +0000 2021,,,, 3G in Bus und Bahn schon in dieser Woche Was Fahrgäste jetzt wissen müssen  ,False,FOCUS Eilmeldungen,FOCUS_Eil, 3G on buses and trains as early as this week What passengers need to know now
1462707598847889409,Mon Nov 22 09:00:42 +0000 2021,,,, Wann kann eigentlich die Mehrheit der deutschen Nutzer mit IPv4 CGN und echter IPv6 das FritzVPN nutzen D ,True,Lars Duesing,lduesing, When can actually the majority of German users with IPv4 CGN and real IPv6 use the FritzVPN D
1462708743305637892,Mon Nov 22 09:05:14 +0000 2021,,,, Wer vom Land hat heute vor der Arbeit einen kilometerweiten Fußmarsch oder Radltour zum Testzentrum gem ,True,Grantler,oida_grantler, Who from the country has today before the work a kilometer-wide foot march or Radltour to the test center gem
1462710292614422534,Mon Nov 22 09:11:24 +0000 2021,,,,Probleme mit Alkohol Im Meeting Arcis Anonyme Alkoholiker München sprechen wir darüber jeden Samstag um 1900 Uh ,True,@bill&bob,arcismeeting,Problems with alcohol In the meeting Arcis Alcoholics Anonymous Munich we talk about it every Saturday at 1900 Uh
1462717489989652483,Mon Nov 22 09:40:00 +0000 2021,,,,Der Iveco EWay ist jetzt optional auch mit neuen HochleistungsNMCBatterien NickelManganCobalt erhältlich  D ,True,AGK Truck & Bus GmbH,AGK_Bayern,The Iveco EWay is now optionally available with new high-performance NickelManganeseCobalt (NMC) batteries D
1462732589551296515,Mon Nov 22 10:40:00 +0000 2021,,,,Ihre Buswerkstatt in Feldkirchen bei München und Fürth  AGKBayern Bus Werkstatt,False,AGK Truck & Bus GmbH,AGK_Bayern,Your bus workshop in Feldkirchen near Munich and Fürth AGKBayern Bus Werkstatt
1462778133267025924,Mon Nov 22 13:40:58 +0000 2021,,,,Ne Nacht die anstrengender war als der ganze Tag davor  oder aufstehen und sich wie vom Bus gestreift fühlen,False,jemand.,jmnnd1,A night that was more exhausting than the whole day before or getting up and feeling like being hit by a bus.
1462791481933156363,Mon Nov 22 14:34:01 +0000 2021,,,,161 Ich müsste zuerst ins Testzentrum laufen um mich Testen zu lassen Anschliessend dann mit dem Bus zum Im ,True,Marco Levenhagen 🇩🇪🇪🇺🌍,mlevenhagen,161 I would first have to walk to the test centre to get tested and then take the bus to the hospital.
1462816629130149893,Mon Nov 22 16:13:56 +0000 2021,,,,3GRegel in Bus und Bahn Das müssen Fahrgäste jetzt beachten ,False,Merkur.de,merkur_de,3G rule on buses and trains Passengers must now observe this rule
1462870519804534789,Mon Nov 22 19:48:05 +0000 2021,,,, Die Bayern wählen den Diktator genau Wegen seines CoronaWahnsinns Sie wollen und wünschen sich ,True,Gregor,gregadam2009, The Bavarians vote for the dictator precisely BECAUSE of his Corona madness They want and wish for
1462984406948270081,Tue Nov 23 03:20:38 +0000 2021,,,,Neun Verletzte in Bremerhaven bei Unfall mit Bus ,False,Merkur.de,merkur_de,Nine injured in Bremerhaven in accident with bus
1463021889664790530,Tue Nov 23 05:49:34 +0000 2021,,,, Bei einem Busunglück in Bulgarien sind mindestens 45 Menschen ums Leben gekommen Der Bus verunglückte in der ,True,BR24,BR24, At least 45 people have died in a bus accident in Bulgaria The bus crashed in the
1463044301731115017,Tue Nov 23 07:18:38 +0000 2021,,,,"5 Freundin war So beim Impfbus
Es hieß ab 9 845 waren bereits um 80 Personen da Bus kam gegen 945 Z ",True,Weltnichtversteherin 🔴🔴🔴,sicilia1991,"5 Friend was so at the vaccination bus
It said from 9 845 were already around 80 people there bus came around 945 Z"
1463046623773212674,Tue Nov 23 07:27:51 +0000 2021,,,,Heftiger Unfall in Bulgarien Bus geht in Flammen auf  mindestens 46 Tote ,False,Merkur.de,merkur_de,Violent accident in Bulgaria Bus bursts into flames at least 46 dead
1463050971341332483,Tue Nov 23 07:45:08 +0000 2021,,,,Wann haftet bei einem Schaden wenn ein Bus  von der Haltestelle abfährt Wenn ein Fahrzeug vom Fahrbahnrand auf d ,True,OMNIBUSREVUE,omnibusrevue,When is liability for damage when a bus pulls away from a bus stop When a vehicle pulls away from the side of the road onto d
1463057166781358081,Tue Nov 23 08:09:45 +0000 2021,,,, Bei einem Busunglück in Bulgarien sind mindestens 45 Menschen ums Leben gekommen Der Bus verunglückte in der ,True,BR24,BR24, At least 45 people have died in a bus accident in Bulgaria The bus crashed in the
